Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram (GB);Memory;Gpu;OpSys;Weight;Price_euros;Total Sales per Day (euros)
Lenovo;V510-15IKB (i5-7200U/8GB/256GB/FHD/No;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;No OS;2,3;573;1146
Asus;VivoBook Pro;Notebook;17,3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce 150MX;Windows 10;2,1;1145;1145
Lenovo;ThinkPad E580;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD +  1TB HDD;AMD Radeon RX 550;Windows 10;2,1;1144,5;1144,5
Dell;Inspiron 7570;Notebook;15,6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;2;1142,75;1142,75
Dell;Inspiron 5770;Notebook;17,3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2,8;1142;1142
Acer;Aspire ES1-533;Notebook;15,6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;500GB HDD;Intel HD Graphics 505;Windows 10;2,4;380;1140
Dell;Vostro 3568;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;128GB SSD;AMD Radeon R5 M420;Linux;2,18;569;1138
HP;17-Y002nv (A10-9600P/6GB/2TB/Radeon;Notebook;17,3;IPS Panel Full HD 1920x1080;AMD A10-Series 9600P 2.4GHz;6;2TB HDD;AMD Radeon R7 M440;Windows 10;2,65;569;1138
Lenovo;IdeaPad 310-15ISK;Notebook;15,6;Full HD 1920x1080;Intel Core i3 6100U 2.3GHz;6;128GB SSD;Nvidia GeForce 920MX;Windows 10;2,4;569;1138
Acer;CB5-132T-C9KK (N3160/4GB/32GB/Chrome;2 in 1 Convertible;11,6;IPS Panel Touchscreen 1366x768;Intel Celeron Quad Core N3160 1.6GHz;4;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1,25;379;1137
Dell;Latitude E5270;Ultrabook;12,5;1366x768;Intel Core i3 6100U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 7;1,5;1135,15;1135,15
Dell;Inspiron 3567;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;AMD Radeon R5 M430;Windows 10;2,24;565;1130
Lenovo;ThinkPad E570;Notebook;15,6;1366x768;Intel Core i3 6006U 2.0GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;2,3;565;1130
Lenovo;Legion Y520-15IKBN;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  2TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2,4;1129;1129
Lenovo;IdeaPad 310-15IKB;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;6;1TB HDD;Intel HD Graphics 620;Windows 10;2,4;564;1128
MSI;GL62M 7RD;Gaming;15,6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,2;1119,91;1119,91
HP;15-bs015dx (i5-7200U/8GB/1TB/W10);Notebook;15,6;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2,04;559;1118
Dell;Vostro 3568;Notebook;15,6;1366x768;Intel Core i3 6006U 2.0GHz;4;1TB HDD;Intel HD Graphics 520;Windows 10;2,18;558,6;1117,2
Dell;Inspiron 3567;Notebook;15,6;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;8;2TB HDD;Intel HD Graphics 620;Windows 10;2,36;557,37;1114,74
Asus;X553SA-XX031T (N3050/4GB/500GB/W10);Notebook;15,6;1366x768;Intel Celeron Dual Core N3050 1.6GHz;4;500GB HDD;Intel HD Graphics;Windows 10;2,2;369;1107
Lenovo;Yoga 11e;Netbook;11,6;IPS Panel 1366x768;Intel Celeron Quad Core N3450 1.1GHz;4;128GB SSD;Intel HD Graphics 500;Windows 10;1,59;553;1106
HP;ProBook 430;Notebook;13,3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;512GB SSD;Intel UHD Graphics 620;Windows 10;1,49;1103;1103
HP;Pavilion 15-AW003nv;Notebook;15,6;Full HD 1920x1080;AMD A9-Series 9410 2.9GHz;6;1.0TB Hybrid;AMD Radeon R7 M440;Windows 10;2,04;549,99;1099,98
HP;Omen 15-AX205na;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,2;1099;1099
Lenovo;IdeaPad 500-15ISK;Notebook;15,6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;16;1.0TB Hybrid;AMD Radeon R7 M360;Windows 10;2,5;1099;1099
Lenovo;V310-15ISK (i5-7200U/4GB/1TB/FHD/W10);Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;1,9;549;1098
Acer;Aspire E5-575;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;6;1TB HDD;Intel HD Graphics 620;Windows 10;2,23;549;1098
Lenovo;IdeaPad 320-15ABR;Notebook;15,6;Full HD 1920x1080;AMD A12-Series 9720P 3.6GHz;6;256GB SSD;AMD Radeon 530;Windows 10;2,2;549;1098
Lenovo;Yoga Book;2 in 1 Convertible;10,1;IPS Panel Touchscreen 1920x1200;Intel Atom x5-Z8550 1.44GHz;4;64GB Flash Storage;Intel HD Graphics 400;Android;0,69;549;1098
Toshiba;ЛОЖЬ;Ultrabook;13,3;1366x768;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,2;1095;1095
Dell;Inspiron 3567;Notebook;15,6;1366x768;Intel Core i3 6006U 2GHz;4;1TB HDD;AMD Radeon R5 M430;Windows 10;2,2;545,67;1091,34
Acer;Aspire 3;Notebook;15,6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1TB HDD;Intel HD Graphics 505;Windows 10;2,1;363,51;1090,53
HP;ProBook 430;Notebook;13,3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,49;1090;1090
Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8;256GB SSD;Nvidia GeForce 930MX;Linux;1,64;1089;1089
Acer;Aspire E5-576G;Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;1TB HDD;Nvidia GeForce 940MX;Windows 10;2,23;544;1088
Acer;Aspire 3;Notebook;15,6;1366x768;Intel Celeron Dual Core N3350 2GHz;4;1TB HDD;Intel HD Graphics 500;Linux;2,1;272;1088
Lenovo;V110-15ISK (i5-6200U/4GB/500GB/W10);Notebook;15,6;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2,1;540;1080
Lenovo;Yoga 910-13IKB;2 in 1 Convertible;13,9;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,38;1079;1079
HP;15-ay047nv (i3-6006U/6GB/1TB/Radeon;Notebook;15,6;1920x1080;Intel Core i3 6006U 2GHz;6;1TB HDD;AMD Radeon R5 M430;Windows 10;2,04;539;1078
HP;250 G6;Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,86;539;1078
Acer;Chromebook 11;Netbook;11,6;IPS Panel 1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1,35;355;1065
Toshiba;Tecra A50-D-11M;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;500GB HDD;Intel HD Graphics 620;Windows 10;2;1064;1064
HP;15-bw009nv (A12-9720P/6GB/1TB/Radeon;Notebook;15,6;Full HD 1920x1080;AMD A12-Series 9720P 2.7GHz;6;1TB HDD;AMD Radeon 530;Windows 10;2,1;529;1058
HP;ProBook 440;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;1,64;1049,26;1049,26
Asus;VivoBook X540YA-XX519T;Notebook;15,6;1366x768;AMD E-Series 7110 1.8GHz;4;500GB HDD;AMD Radeon R2 Graphics;Windows 10;2;349;1047
Acer;Swift SF114-31-P5HY;Notebook;14;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4;128GB Flash Storage;Intel HD Graphics 405;Windows 10;1,6;349;1047
Lenovo;IdeaPad 320-15AST;Notebook;15,6;1366x768;AMD E-Series E2-9000 2.2GHz;4;128GB SSD;AMD Radeon R2 Graphics;Windows 10;2,2;349;1047
Asus;X542UQ-GO005 (i5-7200U/8GB/1TB/GeForce;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Nvidia GeForce 940MX;Linux;2,3;522,99;1045,98
Asus;VivoBook L402NA;Notebook;14,1;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1,65;348;1044
Dell;Vostro 3568;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics 520;Linux;2,18;521,86;1043,72
HP;17-AK091ND (A9-9420/8GB/1TB/W10);Notebook;17;1600x900;AMD A9-Series 9420 3GHz;8;1TB HDD;AMD Radeon R5;Windows 10;2,6;520,9;1041,8
Asus;VivoBook Max;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Nvidia GeForce 920;Linux;2,1;519;1038
Lenovo;IdeaPad Y700-15ISK;Gaming;15,6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2,6;1029;1029
Asus;VivoBook S14;Notebook;14;1366x768;Intel Core i3 7100U 2.4GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1,3;509;1018
Lenovo;Legion Y520-15IKBN;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;4;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,4;999;999
Lenovo;IdeaPad Y700-15ACZ;Gaming;15,6;IPS Panel Full HD 1920x1080;AMD FX 8800P 2.1GHz;16;512GB SSD +  1TB HDD;AMD Radeon R9 M385;Windows 10;2,5;999;999
Lenovo;IdeaPad 320-15IKB;Notebook;15,6;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;8;1TB HDD;Nvidia GeForce 940MX;No OS;2,2;499;998
Lenovo;IdeaPad 310-15ABR;Notebook;15,6;Full HD 1920x1080;AMD A10-Series 9600P 2.4GHz;6;1TB HDD;AMD Radeon R5 430;Windows 10;2,4;499;998
Lenovo;IdeaPad 320-15ISK;Notebook;15,6;1366x768;Intel Core i3 6006U 2GHz;8;256GB SSD;Nvidia GeForce 920MX ;No OS;2,2;499;998
Toshiba;Satellite Pro;Notebook;14;1366x768;Intel Pentium Dual Core 4405U 2.1GHz;4;128GB SSD;Intel HD Graphics 510;Windows 10;1,75;499;998
Dell;Inspiron 5567;Notebook;15,6;1366x768;Intel Core i3 6006U 2.0GHz;4;128GB SSD;AMD Radeon R7 M440;Windows 10;2,3;499;998
Lenovo;V110-15IKB (i5-7200U/4GB/128GB/W10);Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1,9;498;996
Dell;Inspiron 5567;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;2TB HDD;AMD Radeon R7 M445;Windows 10;2,32;989,99;989,99
Acer;Swift 7;Ultrabook;13,3;IPS Panel Full HD 1920x1080;Intel Core i5 7Y54 1.2GHz;8;256GB SSD;Intel HD Graphics 615;Windows 10;1,12;989;989
HP;Probook 440;Notebook;14;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,63;988;988
Dell;Inspiron 7567;Gaming;15,6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2,62;985;985
HP;ProBook 640;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,95;980;980
Dell;Vostro 3568;Notebook;15,6;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2,29;490;980
Dell;XPS 13;Ultrabook;13,3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;128GB SSD;Intel UHD Graphics 620;Windows 10;1,22;979;979
Dell;Inspiron 5770;Notebook;17,3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2,8;979;979
Acer;Aspire A715-71G;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia GeForce GTX 1050 Ti;Linux;2,5;979;979
Toshiba;Satellite Pro;Notebook;15,6;1366x768;Intel Core i3 7100U 2.4GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2;489;978
Lenovo;IdeaPad 320-17ISK;Notebook;17,3;1600x900;Intel Core i3 6006U 2GHz;4;1TB HDD;Intel HD Graphics 520;Windows 10;2,8;489;978
HP;15-BW037na (A9-9420/4GB/1TB/Radeon;Notebook;15,6;Full HD 1920x1080;AMD A9-Series 9420 3GHz;4;1TB HDD;AMD Radeon 520;Windows 10;2,1;489;978
HP;15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10);Notebook;15,6;Full HD 1920x1080;AMD A9-Series 9420 3GHz;4;256GB SSD;AMD Radeon R5;Windows 10;1,91;488,99;977,98
HP;250 G6;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;1,86;488,69;977,38
Dell;Inspiron 3567;Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;256GB SSD;AMD Radeon R5 M430;Linux;2,2;485;970
Lenovo;ThinkPad 13;Notebook;13,3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,44;960;960
Acer;Spin 3;Notebook;15,6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;6;1TB HDD;Intel HD Graphics 620;Windows 10;2,1;479;958
Dell;Inspiron 3168;2 in 1 Convertible;11,6;Touchscreen 1366x768;Intel Pentium Quad Core N3710 1.6GHz;4;500GB HDD;Intel HD Graphics 405;Windows 10;1,47;479;958
Lenovo;IdeaPad 110-15ISK;Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;1TB HDD;AMD Radeon R5 M430;No OS;2,2;479;958
Lenovo;Yoga Book;2 in 1 Convertible;10,1;IPS Panel Touchscreen 1920x1200;Intel Atom x5-Z8550 1.44GHz;4;64GB Flash Storage;Intel HD Graphics 400;Windows 10;0,69;479;958
HP;15-bw002nv (A6-9220/4GB/256GB/Radeon;Notebook;15,6;Full HD 1920x1080;AMD A6-Series A6-9220 2.5GHz;4;256GB SSD;AMD Radeon 520;Windows 10;1,91;478,89;957,78
HP;15-bs023nv (i3-6006U/4GB/1TB/FHD/W10);Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;1TB HDD;Intel HD Graphics 520;Windows 10;2,1;478;956
Lenovo;V110-15ISK (3855U/4GB/500GB/W10);Notebook;15,6;1366x768;Intel Celeron Dual Core 3855U 1.6GHz;4;500GB HDD;Intel HD Graphics 510;Windows 10;2,1;318;954
HP;250 G4;Notebook;15,6;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;No OS;2,1;476,99;953,98
Asus;FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce;Gaming;17,3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12;1TB HDD;Nvidia GeForce GTX 1050 Ti;Linux;3;949;949
Dell;Inspiron 7567;Gaming;15,6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1.0TB Hybrid;Nvidia GeForce GTX 1050;Windows 10;2,65;949;949
HP;Probook 650;Notebook;15,6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 7;2,31;940;940
Asus;X505BP-BR019T (A9-9420/4GB/1TB/Radeon;Notebook;15,6;1366x768;AMD A9-Series 9420 3GHz;4;1TB HDD;AMD Radeon R5 M420;Windows 10;1,68;469;938
HP;250 G6;Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;1TB HDD;Intel HD Graphics 520;Windows 10;1,86;469;938
HP;15-BS028nv (i3-6006U/4GB/1TB/Radeon;Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;1TB HDD;AMD Radeon 520;Windows 10;2,1;469;938
Lenovo;IdeaPad 320-15IKBN;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics 620;No OS;2,2;467;934
Asus;X751NV-TY001T (N4200/4GB/1TB/GeForce;Notebook;17,3;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1TB HDD;Nvidia GeForce 920MX;Windows 10;2,8;466;932
Dell;Inspiron 3567;Notebook;15,6;1366x768;Intel Core i3 6006U 2.0GHz;4;1TB HDD;AMD Radeon R5 M430;Linux;2,25;465,62;931,24
Dell;Vostro 3568;Notebook;15,6;1366x768;Intel Core i3 6006U 2GHz;4;1TB HDD;AMD Radeon R5 M420;Linux;2,18;465;930
Dell;Inspiron 7567;Gaming;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050Ti;Linux;2,62;929;929
HP;ProBook 470;Notebook;17,3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;2,5;928;928
Lenovo;V310-15ISK (i5-6200U/4GB/1TB/FHD/No;Notebook;15,6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;1TB HDD;Intel HD Graphics 520;No OS;2,15;462,35;924,7
Lenovo;ThinkPad 13;Notebook;13,3;1366x768;Intel Celeron Dual Core 3855U 1.6GHz;4;16GB Flash Storage;Intel HD Graphics 510;Chrome OS;1,45;459,9;919,8
Lenovo;IdeaPad 320-15IAP;Notebook;15,6;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;1TB HDD;Intel HD Graphics 500;Windows 10;2,2;306;918
Lenovo;IdeaPad 110-15ISK;Notebook;15,6;1366x768;Intel Core i3 6100U 2.3GHz;8;1TB HDD;Intel HD Graphics 520;Windows 10;2,29;459;918
Lenovo;IdeaPad 310-15ISK;Notebook;15,6;1366x768;Intel Core i3 6006U 2.0GHz;8;1TB HDD;Intel HD Graphics 520;Windows 10;2,2;459;918
Dell;Inspiron 3567;Notebook;15,6;1366x768;Intel Core i3 7100U 2.4GHz;6;1TB HDD;Intel HD Graphics 620;Windows 10;2,3;459;918
Dell;Inspiron 3567;Notebook;15,6;1366x768;Intel Core i3 7100U 2.4GHz;6;1TB HDD;Intel HD Graphics 620;Windows 10;2,3;459;918
Toshiba;Tecra A40-C-1KF;Notebook;14;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1,75;915;915
Lenovo;Lenovo IdeaPad;Notebook;11,6;1366x768;Intel Celeron Dual Core N3350 1.1GHz;2;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1,15;304,45;913,35
Dell;Vostro 3568;Notebook;15,6;1366x768;Intel Core i3 6006U 2.0GHz;4;1TB HDD;AMD Radeon R5 M420X;Linux;2,18;455,7;911,4
Asus;VivoBook Pro;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;1,99;906,62;906,62
Lenovo;V310-15ISK (i3-6006U/4GB/500GB/No;Notebook;15,6;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;No OS;1,9;450;900
Dell;Inspiron 7567;Gaming;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1.0TB Hybrid;Nvidia GeForce GTX 1050;Windows 10;2,62;899;899
Dell;Inspiron 5567;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;256GB SSD;AMD Radeon R7 M445;Linux;2,36;899;899
HP;Pavilion 15-cb003nv;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,62;899;899
Lenovo;IdeaPad Y700-15ISK;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2,6;899;899
Apple;Macbook Air;Ultrabook;13,3;1440x900;Intel Core i5 1.8GHz;8;128GB Flash Storage;Intel HD Graphics 6000;macOS;1,34;898,94;898,94
Dell;Inspiron 3567;Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;1TB HDD;AMD Radeon R5 M430;Windows 10;2,2;449;898
Acer;Aspire A315-51;Notebook;15,6;1366x768;Intel Core i3 6006U 2GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;2,1;449;898
Asus;X541NA (N4200/4GB/1TB/W10);Notebook;15,6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1TB HDD;Intel HD Graphics 505;Windows 10;2;449;898
Acer;Aspire ES1-523;Notebook;15,6;1366x768;AMD A8-Series 7410 2.2GHz;8;1TB HDD;AMD Radeon R5;Windows 10;2,4;449;898
HP;250 G6;Notebook;15,6;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;128GB SSD;Intel HD Graphics 400;No OS;1,86;299;897
Lenovo;B51-80 (i7-6500U/8GB/1008GB/Radeon;Notebook;15,6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;1.0TB Hybrid;AMD Radeon R5 M330;Windows 7;2,32;895;895
Toshiba;Satellite Pro;Notebook;15,6;1366x768;Intel Core i3 6006U 2.2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2,1;447;894
Acer;Aspire A315-31;Notebook;15,6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1TB HDD;Intel HD Graphics 505;Linux;2,1;298;894
Acer;Chromebook C731-C78G;Netbook;11,6;IPS Panel 1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1,25;297;891
Dell;Inspiron 5567;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;AMD Radeon R7 M445;Windows 10;2,36;889;889
Lenovo;IdeaPad 320-15ISK;Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;256GB SSD;Intel HD Graphics 520;No OS;2,2;444;888
Acer;Swift 3;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,6;884;884
Acer;Aspire ES1-572;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Linux;2,4;441,8;883,6
HP;ProBook 450;Notebook;15,6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Nvidia GeForce 930MX ;Windows 10;2,1;879;879
Dell;Vostro 5471;Ultrabook;14;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,7;879;879
Acer;Aspire 7;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Linux;2,5;879;879
HP;17-ak001nv (A6-9220/4GB/500GB/Radeon;Notebook;17,3;Full HD 1920x1080;AMD A6-Series 9220 2.5GHz;4;500GB HDD;AMD Radeon 530;Windows 10;2,71;439;878
HP;250 G6;Notebook;15,6;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1,86;439;878
HP;250 G6;Notebook;15,6;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;AMD Radeon 520;Windows 10;1,86;438,69;877,38
Acer;TravelMate B;Netbook;11,6;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;128GB SSD;Intel HD Graphics 400;Windows 10;1,4;435;870
Asus;VivoBook Max;Notebook;15,6;1366x768;Intel Core i3 7100U 2.4GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;2;435;870
Dell;Latitude 5580;Notebook;15,6;1366x768;Intel Core i5 7300U 2.6GHz;4;500GB HDD;Intel HD Graphics 620;Linux;1,93;869;869
Acer;Aspire ES1-531;Notebook;15,6;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;500GB HDD;Intel HD Graphics 400;Linux;2,4;289;867
HP;ProBook 440;Notebook;14;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,63;860;860
Dell;Inspiron 5567;Notebook;15,6;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;1TB HDD;AMD Radeon R7 M445;Windows 10;2,3;859,01;859,01
Lenovo;IdeaPad 320-17IKB;Notebook;17,3;1600x900;Intel Core i7 7500U 2.7GHz;6;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2,8;859;859
Dell;Inspiron 3567;Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2.0GHz;4;1TB HDD;AMD Radeon R5 M430;Linux;2,25;428;856
Dell;Inspiron 5570;Notebook;15,6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  1TB HDD;Intel UHD Graphics 620;Windows 10;2,02;855;855
Acer;Aspire 3;Notebook;15,6;1366x768;AMD A9-Series 9420 3GHz;4;128GB SSD;AMD Radeon R5;Windows 10;2,1;426;852
Lenovo;IdeaPad 320-17IKBR;Notebook;17,3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;2TB HDD;Nvidia GeForce MX150;No OS;2,8;849;849
Lenovo;Yoga 500-15ISK;2 in 1 Convertible;15,6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;4;256GB SSD;Intel HD Graphics 520;Windows 10;1,8;847;847
HP;ProBook 450;Notebook;15,6;1366x768;Intel Core i5 7200U 2.50GHz;8;1TB HDD;Nvidia GeForce 930MX;Windows 10;2,04;846,5;846,5
Acer;Aspire A515-51G;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Nvidia GeForce MX150;Windows 10;2,2;841;841
Asus;FX553VD-DM627T (i5-7300HQ/8GB/1TB;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,5;839;839
