id,followers_count,wall_comments,comment_count,post_count,like_count,friends_count,group_count,posts_count,reposts_count,verified,videos_count,audios_count,photos_count,gifts_count
7038,74,1,11,400,1372,35,0,2,398,0,9,25,40,12
7039,20,0,724,42,15,5,0,4,18,0,13,0,889,0
7040,47,1,2,888,131,19,0,90,284,0,3,1,313,1
7041,34,1,1,1218,35,16,0,187,1031,0,1,0,32,0
7042,1,1,3,818,46,3,226,12,806,0,3,0,4,0
7043,207,1,1733,100,9,494,62,0,0,0,80,0,1318,0
7044,5194,1,220,1700,1110,550,640,51,1516,0,1867,998,258,0
7045,254,1,6,1754,77,192,0,62,330,0,204,0,1521,15
7046,528,1,5126,678,11,256,718,43,22,0,446,0,246,0
7047,872,1,2101,200,488,242,1154,39,161,0,581,0,2485,0
7048,156,1,7,842,93,324,210,196,189,0,53,0,302,0
7049,1298,1,32,11109,135,269,0,333,263,0,1711,0,14388,76
7050,261,1,781,100,27,743,176,2,0,0,89,230,416,0
7051,211,1,10,1600,175,185,780,91,372,0,365,0,1066,0
7052,1574,1,631,100,1604,28,824,74,26,0,427,985,386,0
7053,179,1,2,4330,136,101,0,42,351,0,77,336,25,0
7054,99,1,9,600,495,56,328,129,307,0,32,136,1555,20
7055,43,1,1627,100,98,198,242,0,2,0,147,0,89,0
7056,38,0,1169,512,189,73,1232,202,6,0,130,0,380,0
7057,591,1,1325,700,23,654,280,114,316,0,149,1,1250,0
7058,160,1,157,800,4959,3,0,68,253,0,528,0,329,0
7059,420,1,26,800,61,181,244,78,540,0,172,0,851,0
7060,34,1,6,3994,170,71,0,68,527,0,39,23,129,9
7061,106,0,35,31406,64,1765,0,196,4254,0,296,334,1673,18
7062,288,1,197,353,188,14,0,27,202,0,827,0,325,0
7063,29,1,1,700,88,10,0,31,403,0,25,28,170,1
7064,398,1,7094,1200,1568,67,762,256,454,0,653,0,2670,0
7065,155,1,94,1500,1847,10,210,605,22,0,649,1276,3823,80
7066,39,1,246,200,159,1,724,199,1,0,132,699,28,3
7067,387,1,149,799,474,278,0,18,484,0,881,1356,3298,10
7068,90,1,865,300,1211,32,132,12,150,0,26,172,49,0
7069,177,0,2,2094,1048,13,0,51,509,0,19,0,90,0
7070,18,1,1,1480,450,347,414,24,580,0,6,4,35,2
7071,1786,1,7522,1400,92,28,642,407,473,0,201,0,623,35
7072,205,1,4,600,32,13,690,99,290,0,857,0,1041,0
7073,278,1,107,499,161,38,466,58,281,0,235,0,325,0
7074,54,1,6,700,16,11,226,229,230,0,4408,0,2316,0
7075,45,1,1111,300,154,26,330,4,139,0,31,53,16,8
7076,11,1,9,1405,389,22,0,12,922,0,203,0,76,0
7077,13,1,7,371,285,15,580,338,31,0,143,218,28,5
7078,5,0,59,1000,2621,20,0,8,574,0,1182,0,97,0
7079,52,1,9,800,46,29,280,80,368,0,0,0,0,0
7080,34,1,92,499,765,10,206,24,344,0,14,89,81,32
7081,9,0,2,700,57,4,90,35,495,0,105,0,198,0
7082,20,1,382,3770,1705,67,0,55,1564,0,105,0,98,0
7083,151,1,15,700,2326,79,386,78,622,0,197,0,10,0
7084,68,1,101,3200,1577,1,1254,298,2054,0,2217,1081,194,7
7085,124,1,303,700,260,15,398,14,491,0,87,0,14,6
7086,6,1,1,493,66,1,0,42,451,0,22,2,60,0
7087,42,1,83,1115,262,23,200,523,530,0,173,0,721,4
7088,58,1,4,762,178,14,410,28,734,0,21,0,33,0
7089,1889,1,1,800,148,973,394,159,327,0,3079,0,1727,0
7090,33,1,268,1601,1541,65,176,82,836,0,148,0,831,0
7091,136,1,50,800,297,225,546,108,429,0,41,12,1214,0
7092,92,1,3,2377,1735,86,0,16,409,0,12,346,1223,38
7093,3920,1,67,15920,4123,68,1294,1011,3539,0,1923,5601,4556,0
7094,73,1,2,1396,444,380,2164,41,1145,0,625,461,7376,15
7095,6,1,87,11900,824,100,374,51,5592,0,75,0,417,0
7096,53,1,6,5400,370,18,0,2,5003,0,3956,315,258,28
7097,68,1,19,2600,1802,71,182,1,1283,0,575,802,109,9
7098,209,1,9,1100,153,102,282,522,168,0,106,0,4530,0
7099,131,1,515,400,52,248,578,52,177,0,59,9,588,23
7100,81,1,53,4319,139,226,174,311,170,0,330,0,1705,0
7101,214,1,4,1700,424,18,0,89,1033,0,1955,10000,4266,0
7102,45,1,132,1279,207,94,0,58,287,0,894,0,131,0
7103,228,1,223,2100,14477,575,326,21,1138,0,3546,9995,9313,0
7104,132,1,391,13,222,76,88,5,2,0,42,727,24,47
7105,75,1,6,1600,338,297,610,6,1115,0,353,0,625,0
7106,162,1,9,2159,182,42,0,103,813,0,1408,932,428,5
7107,390,1,34,1900,780,163,364,246,714,0,1211,0,318,0
7108,338,1,174,9229,398,206,0,439,515,0,4717,0,3032,0
7109,42,1,4,1100,87,56,278,51,563,0,135,0,513,0
7110,37,1,10,4068,453,12,0,4,882,0,116,8,1788,5
7111,101,1,10,400,117,154,2540,2,398,0,69,83,280,0
7112,88,1,132,400,458,8,0,51,283,0,212,0,479,0
7113,72,1,412,600,198,49,648,274,129,0,143,252,6923,48
7114,152,1,409,3199,2274,11,684,409,2230,0,1497,588,1616,124
7115,180,1,9,1200,623,76,526,264,182,0,54,0,713,15
7116,30,0,76,600,380,17,1006,37,563,0,147,0,228,0
7117,21,1,2,444,78,8,0,0,444,0,5,1,17,6
7118,12,1,1,635,91,70,478,240,144,0,57,72,697,1
7119,210,1,9,1400,495,23,0,274,716,0,740,2012,751,15
7120,91,1,21,1299,155,4,0,15,732,0,18,0,24,5
7121,12,1,9,5562,311,8,0,130,4399,0,1,2,220,7
7122,98,1,2,1764,159,69,594,34,1730,0,40,33,58,0
7123,299,1,19,602,228,108,166,94,341,0,406,0,136,0
7124,75,1,2173,99,404,171,110,33,7,0,161,737,426,0
7125,68,0,223,800,497,76,82,25,775,0,22,0,484,0
7126,355,1,41,1000,420,169,290,53,750,0,230,698,161,31
7127,750,1,1,2894,192,184,0,102,562,0,913,386,754,0
7128,310,1,14,2496,87,480,850,63,346,0,2167,3926,3279,0
7129,255,1,97,4000,2331,124,898,87,2753,0,109,263,2021,45
7130,344,1,146,600,2359,279,734,27,435,0,734,570,355,77
7131,151,1,44,15584,196,44,0,226,1473,0,737,0,3999,0
7132,928,1,399,2200,170,4938,2774,1146,157,0,6946,2762,7154,639
7133,230,1,130,700,591,113,578,161,539,0,1775,0,981,0
7134,548,1,6,700,231,314,310,15,363,0,790,0,143,82
7135,123,1,1,652,210,145,0,23,372,0,28,0,28,0
7136,153,1,15,600,72,266,124,53,318,0,202,410,205,0
7137,397,1,4,4097,153,153,0,100,330,0,119,0,1530,21
7138,110,1,2,1500,706,108,90,11,735,0,198,470,537,0
7139,22,1,21,500,86,5,148,45,455,0,886,0,264,0
7140,128,1,307,2600,403,420,392,50,1782,0,1273,1649,1120,0
7141,96,1,2722,2006,484,310,530,34,1230,0,1749,162,1614,14
7142,544,1,25,600,416,372,1170,189,411,0,6532,0,701,0
7143,83,1,697,70,60,147,374,1,0,0,27,636,42,0
7144,306,1,3,399,1040,247,918,34,365,0,1024,131,2656,0
7145,484,1,61,499,547,208,240,104,395,0,591,0,1077,0
7146,13,1,13,1658,1049,20,0,348,455,0,355,38,934,45
7147,172,1,404,399,621,82,596,10,389,0,201,0,4,0
7148,1738,1,749,42,7216,286,260,8,5,0,52,0,139,0
7149,179,1,2,800,642,7,0,39,565,0,166,0,478,0
7150,174,1,1,600,674,281,188,7,405,0,439,784,125,0
7151,94,1,1,899,432,19,0,86,561,0,43,468,847,15
7152,234,1,16,1799,1129,24,680,64,1577,0,250,0,274,0
7153,310,1,7,800,138,225,938,46,500,0,1299,0,162,0
7154,89,1,9,800,376,100,0,14,664,0,124,0,113,0
7155,44,1,23,1600,99,15,0,18,832,0,215,628,213,35
7156,38,1,2,5400,286,15,0,95,4754,0,2,197,204,2
7157,65,1,896,899,204,367,248,479,345,0,794,165,13555,0
7158,512,1,202,1900,604,80,450,262,1094,0,165,440,2045,36
7159,15,1,11,799,73,61,0,165,233,0,66,0,109,0
7160,83,1,43,1345,206,3,392,50,814,0,45,0,47,0
7161,106,1,5,2441,116,245,1472,877,813,0,625,1321,6513,119
7162,7,1,2,770,224,11,0,47,319,0,100,103,265,9
7163,15,1,2,2741,10,29,0,12,390,0,38,187,222,16
7164,79,1,94,800,22,118,376,329,86,0,240,0,347,14
7165,424,1,41,600,322,277,468,185,415,0,115,0,1240,0
7166,117,0,8,1687,142,51,0,65,402,0,3716,908,811,25
7167,57,1,2,2300,15,27,0,406,925,0,10,281,982,37
7168,1,1,1,1000,371,35,138,51,759,0,1,96,315,8
7169,144,1,230,599,590,33,512,23,300,0,686,0,611,71
7170,168,1,4,1297,157,5,1702,225,946,0,735,4585,324,0
7171,33,1,120,778,183,9,192,63,715,0,11,0,45,10
7172,21,0,4,1343,1377,29,620,102,1241,0,195,875,81,0
7173,13462,1,32,1600,115,8424,3262,487,512,0,4786,1249,13146,66
7174,182,1,3,5661,1112,254,0,48,478,0,332,0,1327,0
7175,532,1,12,1400,991,378,602,62,815,0,2822,1347,411,0
7176,1,1,69,700,376,49,0,142,324,0,178,0,813,0
7177,48,1,3002,64,57,101,164,0,0,0,23,26,28,0
7178,251,1,1013,400,4153,235,228,14,386,0,267,0,80,0
7179,117,1,2,498,974,174,194,33,380,0,83,0,321,0
7180,10,1,1,800,269,156,196,225,273,0,19,0,120,0
7181,69,1,159,800,719,155,594,41,759,0,1108,1021,353,0
7182,28,1,2,3311,910,34,294,486,869,0,117,0,119,11
7183,93,1,1402,400,241,109,152,149,38,0,303,142,489,0
7184,143,1,620,199,85,49,1132,19,180,0,78,0,5427,0
7185,154,1,415,12786,32,40,0,125,1316,0,86,20,266,5
7186,196,1,4,873,178,70,84,60,436,0,89,0,568,36
7187,1559,1,319,600,494,110,730,35,458,0,3983,1799,1424,157
7188,66,1,11,400,632,148,214,28,372,0,156,59,659,32
7189,152,1,80,1200,375,300,2266,58,842,0,239,447,121,21
7190,187,1,1,1072,149,397,510,64,320,0,83,0,8,0
7191,45,0,4,1500,950,56,434,9,1083,0,7,0,12,34
7192,116,1,7,1000,129,130,0,162,564,0,189,713,277,0
7193,67,1,19,3200,1060,16,0,98,2264,0,3536,4351,346,0
7194,42,1,2,800,156,15,0,63,533,0,76,31,263,0
7195,12,1,22,2000,170,959,226,154,1127,0,530,234,1792,15
7196,386,1,17,8206,1994,126,0,224,1463,0,629,805,485,130
7197,67,1,19,1200,567,90,522,51,711,0,1020,1150,454,27
7198,121,1,60,2969,147,133,184,51,364,0,74,170,903,20
7199,133,1,364,1400,264,135,368,477,418,0,648,0,8037,0
7200,41,1,5,500,190,127,412,10,490,0,206,331,426,31
7201,22,1,3406,400,33,1084,660,31,245,0,219,0,1669,0
7202,35,1,252,200,446,17,0,9,151,0,28,0,115,0
7203,3,1,10,598,81,137,258,22,496,0,7,0,189,0
7204,14,1,1336,28,4,1,844,6,0,0,468,0,108,0
7205,642,1,63,1200,427,2769,130,229,498,0,1445,1959,545,0
7206,408,1,8,500,466,270,1898,73,427,0,433,1522,2269,0
7207,42,1,122,3249,180,265,158,67,557,0,593,0,67,0
7208,39,1,3,2859,351,27,0,12,391,0,76,381,331,10
7209,130,1,197,299,644,15,382,32,164,0,191,110,404,0
7210,501,1,60,800,1721,32,682,178,237,0,112,0,2648,27
7211,2,1,1,1300,26,63,0,23,978,0,42,0,214,0
7212,49,1,1,1698,201,42,1188,72,1413,0,16,5,469,9
7213,99,1,1527,200,239,170,312,62,17,0,939,0,417,0
7214,106,1,79,400,383,15,208,48,352,0,25,643,2295,0
7215,483,1,6,800,285,157,1014,268,239,0,5127,0,1993,0
7216,97,1,3,898,256,125,1576,233,665,0,157,0,4066,0
7217,14,1,95,11000,9,33,1524,12,7856,0,8,0,140,8
7218,3,0,21,10400,3,354,248,66,5535,0,1,0,47,6
7219,30,1,27,700,1605,17,444,13,485,0,503,0,56,0
7220,6,0,878,1000,149,5,122,22,678,0,2,0,52,0
7221,203,1,88,599,728,16,0,3,596,0,66,700,97,0
7222,115,1,484,50,957,115,0,0,39,0,0,0,157,0
7223,9,1,14,500,159,25,722,64,368,0,0,0,0,0
7224,2,1,177,2500,1369,8,96,2,1892,0,0,47,5,8
7225,96,1,2,800,84,9,138,5,539,0,35,0,0,0
7226,20,1,5,699,102,25,0,3,660,0,30,0,23,0
7227,46,1,658,1,818,38,116,0,1,0,14,0,1,0
7228,363,1,6,1300,2477,30,0,72,1227,0,2293,1891,139,0
7229,27,1,1753,300,10,60,0,131,17,0,35,150,742,8
7230,229,1,144,900,2819,590,346,9,552,0,291,0,668,54
7231,448,1,11,501,381,290,546,45,317,0,608,0,511,0
7232,770,1,422,4311,90,2085,0,422,35,0,527,1116,8983,18
7233,55,1,153,400,88,387,194,104,150,0,645,1564,2343,0
7234,2203,1,19,700,688,209,2278,24,340,0,8,0,200,0
7235,214,1,1176,199,78,89,50,41,80,0,375,0,1477,0
7236,9,1,15,369,50,65,0,350,5,0,9,0,479,0
7237,90,1,10,413,526,108,712,33,338,0,88,0,6,0
7238,283,1,5,700,85,169,176,38,370,0,990,207,871,21
7239,186,1,53,1800,5149,36,204,24,1776,0,2136,0,1109,0
7240,579,1,769,300,824,194,222,7,293,0,803,0,4,0
7241,41,1,3750,2979,381,99,0,105,2,0,113,326,1910,54
7242,40,1,6,1800,138,39,0,46,1279,0,231,169,273,12
7243,782,1,4,4397,247,223,0,34,359,0,815,387,1660,62
7244,117,1,12,1000,346,358,376,27,616,0,265,0,1869,0
7245,40,1,5,700,39,202,20,1,391,0,13,0,231,0
7246,548,1,48,2259,548,1617,922,110,449,0,240,0,11161,26
7247,298,1,41,8599,1648,109,644,54,929,0,791,1384,619,72
7248,105,1,38,699,1311,13,0,21,533,0,511,432,125,0
7249,2399,1,54,1194,1466,626,0,79,805,0,1232,4672,1517,0
7250,255,1,3,800,173,78,224,126,332,0,121,360,25,0
7251,281,1,496,699,2910,7,0,4,640,0,329,0,47,137
7252,392,1,9,1559,128,1101,0,314,348,0,235,0,998,95
7253,87,1,64,3500,91,47,0,46,317,0,1208,0,1001,0
7254,10,1,1,5085,37,28,0,147,417,0,190,56,1832,54
7255,3,1,9,558,327,274,1404,80,478,0,855,0,2012,0
7256,127,1,68,400,849,71,0,18,382,0,536,0,1246,0
7257,180,1,5,699,380,318,1838,79,325,0,820,290,268,36
7258,9,1,3,1101,52,32,0,98,650,0,28,0,430,0
7259,77,1,3,800,3958,30,0,12,567,0,1776,0,160,0
7260,336,1,548,900,141,61,4166,264,400,0,3246,3020,5154,44
7261,4322,1,84,4499,4491,426,9874,396,108,0,2832,1930,11546,123
7262,44,1,13,700,107,63,80,236,220,0,49,9,1895,66
7263,22,1,11,700,200,3,304,33,464,0,198,115,2182,0
7264,42,1,15,700,601,7,0,11,359,0,42,23,264,17
7265,130,1,7,1000,894,78,352,35,411,0,732,0,85,0
7266,3,1,4,500,19,11,390,452,17,0,31,4,111,0
7267,299,1,8,800,113,139,956,82,510,0,439,0,404,0
7268,14,1,71,300,412,18,0,6,294,0,66,0,426,0
7269,59,1,87,700,397,9,234,6,455,0,20,277,467,0
7270,96,1,29,600,112,16,0,152,445,0,8,0,174,0
7271,29,1,12,959,522,8,0,10,883,0,7,40,223,2
7272,150,0,257,500,290,2,1092,8,384,0,0,104,19,0
7273,40,1,1988,400,16,31,168,127,26,0,55,4,287,4
7274,74,1,76,5700,644,23,878,42,4457,0,735,2125,118,6
7275,49,1,104,1900,1415,41,676,1,1527,0,66,0,14,0
7276,48,1,4139,386,143,9,160,0,106,0,1,0,5,0
7277,28,1,8,5786,1603,81,0,408,3737,0,0,3,571,1
7278,21,1,311,120,1244,650,0,80,21,0,19,0,102,0
7279,161,1,447,699,497,515,72,95,297,0,49,0,54,0
7280,171,1,2,1401,187,58,1372,126,842,0,1,0,17,8
7281,159,1,294,500,492,319,334,28,472,0,574,0,65,0
7282,56,1,2,1400,102,7,302,225,735,0,130,0,278,0
7283,71,1,2604,800,12,38,0,21,484,0,530,469,201,7
7284,37,1,3,2928,314,64,0,38,641,0,20,2,127,7
7285,411,1,30,599,684,262,326,44,457,0,119,0,179,0
7286,719,1,7,600,588,1062,904,335,85,0,3947,0,2410,0
7287,54,1,21,1000,417,269,368,113,772,0,532,493,1069,36
7288,113,1,23,6572,61,172,324,116,2306,0,364,20,8451,9
7289,50,1,4,1300,256,52,0,32,686,0,6,0,80,11
7290,393,1,6,1800,1690,244,304,3,1242,0,394,359,247,22
7291,404,1,13,600,350,124,522,197,403,0,1338,0,807,0
7292,6,1,1630,249,4,7,0,2,17,0,4,4,5,0
7293,14,0,6,500,105,41,0,7,394,0,0,0,162,0
7294,999,1,13,1000,968,103,3704,28,598,0,3233,2318,2319,281
7295,239,1,14,400,874,548,268,5,394,0,425,0,109,0
7296,168,1,1,998,397,327,326,21,662,0,188,0,146,0
7297,86,1,6,699,194,10,0,66,396,0,3,23,1111,0
7298,107,1,18,1999,3596,293,364,182,940,0,1630,447,2540,127
7299,1411,1,46,10766,2105,105,0,153,377,0,5813,1220,1251,0
7300,49,1,19,6600,919,107,3714,2105,1157,0,1829,0,4262,71
7301,84,0,2,400,48,93,324,21,354,0,1,0,106,0
7302,20583,0,47,13704,250,163,0,39,864,0,1468,0,12,0
7303,236,1,629,200,472,114,3158,55,60,0,88,4236,527,25
7304,12,1,24,15600,7097,34,0,365,11721,0,107,2,1085,12
7305,53,1,12,735,166,127,1038,284,91,0,266,0,842,0
7306,14,1,8,400,1415,12,0,49,320,0,14,0,211,0
7307,206,1,5,3700,3298,24,1120,167,2627,0,299,0,683,35
7308,63,1,479,300,141,130,74,85,215,0,48,0,3,0
7309,200,1,32,600,1387,114,1208,151,248,0,571,0,2001,0
7310,111,1,30,1000,178,72,1056,177,607,0,5,1,988,13
7311,49,1,2,699,286,7,0,13,495,0,2,19,17,0
7312,21,1,1,3799,45,8,0,20,2330,0,3,0,171,0
7313,103,1,4,899,2101,75,352,33,584,0,167,0,615,0
7314,0,1,40,2453,58,231,0,1091,134,0,175,0,546,0
7315,83,1,1,1600,216,2,810,51,1291,0,65,0,185,0
7316,212,1,310,1354,16421,64,0,22,682,0,50,1265,130,60
7317,1459,1,5,4215,54,2700,0,426,594,0,198,78,12,51
7318,609,1,264,300,789,1,740,63,236,0,0,0,0,0
7319,304,0,95,1998,569,32,2184,62,1136,0,4156,0,126,0
7320,8,1,414,185,46,10,0,13,83,0,777,258,13,3
7321,33,1,251,2900,562,21,662,710,1290,0,129,0,353,0
7322,40,1,6,1400,506,4,104,44,434,0,0,0,19,0
7323,0,1,14,955,69,508,0,10,387,0,0,24,22,1
7324,88,1,154,450,2205,31,202,46,320,0,271,1934,113,0
7325,9,1,856,40,18,19,50,7,0,0,0,1,48,2
7326,30,1,39,1200,638,28,1790,179,1021,0,176,0,47,75
7327,55,1,7,1373,68,139,0,1063,200,0,33,117,1756,1
7328,23,1,8,663,119,68,262,14,649,0,0,0,509,0
7329,128,1,3,700,140,169,354,107,305,0,148,0,3669,0
7330,358,1,11,1994,375,390,948,14,656,0,121,1282,98,13
7331,32,1,50,900,1591,181,96,58,694,0,16,0,2275,0
7332,746,1,36,1314,263,582,3398,251,424,0,508,0,1054,0
7333,471,1,3654,2979,198,552,434,172,168,0,237,271,4357,0
7334,229,1,15,1600,189,73,376,30,1132,0,18,0,46,0
7335,37,1,41,1400,583,56,86,3,813,0,64,0,96,0
7336,81,1,144,2000,1163,72,274,134,1309,0,365,960,1056,0
7337,39,1,1,800,465,88,378,10,790,0,771,0,79,0
7338,423,1,6,499,54,56,118,98,274,0,111,356,681,41
7339,95,1,3,1400,2364,62,0,64,620,0,734,846,1362,0
7340,288,1,11,8583,204,928,432,1435,339,0,927,7620,6335,51
7341,164,1,8,500,377,92,742,172,328,0,42,1869,56,0
7342,281,1,204,1000,862,133,54,22,391,0,212,232,76,0
7343,400,1,7,1600,45,952,284,8,544,0,278,508,673,0
7344,71,1,46,499,168,487,198,289,113,0,45,0,189,0
7345,654,1,21,10427,3442,106,0,29,1397,0,1201,155,2215,76
7346,468,1,9,5254,1634,810,0,192,250,0,420,0,4206,122
7347,45,1,239,17226,423,48,0,206,1646,0,465,0,31,0
7348,16,1,9,515,303,8,0,7,494,0,10,147,12,7
7349,46,1,3,9068,26,206,0,58,8512,0,63,0,86,0
7350,1530,1,33,600,829,76,104,480,17,0,1573,1347,2307,0
7351,95,1,31,900,93,140,534,118,782,0,1609,293,103,0
7352,194,1,13,500,35,129,666,216,284,0,76,0,741,0
7353,107,1,4,2756,1715,54,2758,48,428,0,322,1841,180,0
7354,28,1,7,400,241,68,232,62,338,0,211,0,166,0
7355,28,1,40,1500,40,12,0,130,732,0,232,0,695,26
7356,96,1,8,600,312,46,522,24,480,0,448,0,143,0
7357,107,0,3,500,81,8,482,7,403,0,229,0,105,0
7358,181,1,434,700,244,53,62,29,324,0,3877,1751,4363,0
7359,29,1,44,2600,374,44,0,72,2080,0,7,9,504,29
7360,60,1,5,400,114,22,122,1,399,0,448,0,351,0
7361,6,1,1,600,688,8,88,8,592,0,66,0,41,0
7362,0,1,387,800,237,89,2570,379,19,0,2667,9999,1870,14
7363,37,1,60,400,302,68,336,51,349,0,195,0,104,0
7364,189,1,33,5085,635,101,236,280,1816,0,36,0,655,9
7365,336,1,9,3099,731,132,5556,1444,451,0,4210,5255,936,94
7366,6,0,11,700,127,20,0,102,373,0,189,0,2534,0
7367,37,1,18,1399,10,27,0,66,433,0,356,0,655,0
7368,0,1,2,3789,7,810,0,2,538,0,13,169,62,1
7369,10,1,23,2000,34,8,0,45,1084,0,891,286,236,0
7370,71,1,17,799,147,24,0,10,491,0,42,0,272,0
7371,198,1,16,10427,628,63,0,3,2521,0,14,17,69,32
7372,9,1,33,2000,798,5,122,18,1220,0,2,4,11,11
7373,309,1,17,1727,14,9,0,127,343,0,56,56,637,0
7374,64,1,1,599,2,5,680,57,402,0,3,0,261,0
7375,2,0,1,800,19,194,220,7,793,0,6,0,17,0
7376,37,1,18,400,714,15,336,80,285,0,149,310,85,45
7377,9,1,3,800,119,13,0,10,492,0,27,231,24,4
7378,12,1,8,2200,380,20,804,506,1504,0,59,168,114,0
7379,69,1,4,1882,119,11,560,519,462,0,0,89,247,1
7380,97,1,16,700,115,77,162,104,331,0,54,0,107,0
7381,60,1,172,800,242,18,382,60,547,0,206,0,86,0
7382,11,1,77,1800,252,57,116,960,106,0,25,157,1378,0
7383,85,1,5,17799,241,30,9690,646,10691,0,0,18,37,0
7384,8,1,5,1383,280,7,0,66,1209,0,1,4,32,7
7385,4,1,1,1096,10,36,0,421,675,0,0,0,57,2
7386,2,1,2,414,118,8,0,44,370,0,3,0,72,0
7387,195,1,1566,91,807,113,126,2,2,0,168,4508,71,0
7388,2154,1,1,600,518,580,2348,188,326,0,1498,0,1435,0
7389,282,1,1265,200,499,541,328,10,102,0,308,69,142,0
7390,383,1,3,1100,650,160,68,575,36,0,148,0,282,0
7391,4279,1,218,8799,46,3251,0,790,409,0,2097,6102,20180,150
7392,36,1,24,1200,215,439,176,132,727,0,20,6,1650,10
7393,365,1,730,799,859,272,508,3,504,0,105,0,66,0
7394,473,1,14,800,207,1509,720,235,194,0,460,0,664,0
7395,0,1,29,9292,18,519,0,661,61,0,106,4211,24920,109
7396,334,1,56,2100,1270,835,1376,28,1248,0,193,0,7381,0
7397,77,1,1,1809,382,66,0,29,367,0,27,0,248,0
7398,91,1,3,500,27,472,408,242,126,0,226,80,1170,0
7399,170,1,751,199,394,482,154,24,161,0,330,0,812,0
7400,23,1,243,400,456,23,154,210,8,0,20,463,1157,1
7401,76,1,10,700,172,88,88,21,359,0,13,0,152,0
7402,85,1,2,1777,207,330,0,43,581,0,363,1337,115,0
7403,55,1,2,599,499,539,32,92,272,0,149,38,2003,97
7404,48,1,67,400,40,95,24,35,365,0,1068,63,2360,0
7405,74,1,91,1694,474,45,0,272,760,0,777,496,1280,0
7406,576,1,214,700,164,640,582,135,229,0,736,838,1744,48
7407,38,1,21,599,267,59,676,126,241,0,303,184,1662,13
7408,227,1,29,2628,1164,145,0,12,654,0,1073,775,631,0
7409,163,1,8,1300,779,282,628,2,1298,0,258,0,352,0
7410,330,1,5,700,67,843,578,235,239,0,187,127,1680,22
7411,29,1,320,2399,1203,23,0,220,1578,0,227,177,95,37
7412,42,1,808,39811,426,1508,550,730,2405,0,5696,1654,8564,31
7413,2147,1,76,600,153,1975,726,177,196,0,1277,3439,1273,0
7414,0,1,31,8844,1728,8,0,99,693,0,31,0,165,0
7415,238,0,2,1599,222,367,850,36,1145,0,30,0,325,0
7416,30,1,10,500,226,30,0,82,418,0,1959,1196,12,61
7417,19,1,16,500,255,23,82,60,298,0,53,0,280,0
7418,679,1,1440,300,110,97,582,58,70,0,812,0,660,0
7419,1134,1,143,15451,4244,636,0,251,1915,0,468,496,2398,53
7420,7,1,1,1745,208,5,0,56,1029,0,167,149,453,0
7421,175,1,120,1348,131,141,298,97,170,0,124,0,470,0
7422,25,1,6,900,388,41,0,20,665,0,227,0,352,0
7423,807,1,6,3400,46,22,100,2024,202,0,87,359,1218,5
7424,6,0,4,697,243,57,246,11,576,0,267,0,529,0
7425,42,1,656,11512,285,18,0,77,690,0,118,0,653,10
7426,200,1,2,600,138,51,160,40,343,0,139,0,387,0
7427,50,1,2,1792,552,18,70,19,1695,0,483,0,145,31
7428,76,0,29,1200,200,71,0,186,608,0,322,0,872,0
7429,219,0,1,800,102,64,2696,23,358,0,4657,0,168,0
7430,137,1,74,600,8,602,0,144,340,0,27,0,174,0
7431,30,1,706,200,1645,1,40,4,78,0,147,0,54,0
7432,14,1,27,1700,624,10,216,150,1550,0,221,0,6,0
7433,87,1,2,502,125,55,446,26,386,0,1944,1188,85,60
7434,16,1,27,449,8,38,0,39,320,0,8,0,4,6
7435,14,1,147,2557,53,26,0,434,1800,0,504,364,22,3
7436,42,1,3,3321,613,9,488,10,2966,0,22,0,11,0
7437,261,1,16,16938,2317,28,2396,84,14560,0,20,0,90,0
7438,53,1,19,384,138,1,500,6,368,0,13,0,4,0
7439,864,1,1583,599,359,128,210,18,232,0,1357,0,14,0
7440,197,1,43712,400,23,336,146,22,226,0,1786,3324,1744,0
7441,240,1,122,1499,215,599,488,80,897,0,145,164,683,17
7442,133,1,9,4363,31,879,212,557,169,0,209,0,893,6
7443,129,1,7,600,229,425,170,42,328,0,405,0,202,0
7444,380,1,69,11914,1763,227,460,19,876,0,582,0,686,0
7445,165,1,635,100,186,121,658,9,51,0,324,37,253,5
7446,312,1,23,400,554,568,1706,26,374,0,1462,0,3,54
7447,189,1,32,15812,1187,39,0,55,1678,0,22,0,40,0
7448,71,1,5,4621,1245,29,0,50,1132,0,107,0,1031,27
7449,22,1,3,8800,3134,60,0,642,5148,0,50,0,749,0
7450,495,1,99,600,446,170,1888,116,483,0,520,0,142,0
7451,448,1,5,700,17,859,660,578,10,0,1051,0,1816,79
7452,405,1,5,600,161,445,310,65,301,0,518,0,68,0
7453,96,1,2653,15,70,71,24,0,2,0,33,0,1,0
7454,65,1,1,1593,666,33,0,20,471,0,184,0,282,9
7455,4,1,24,1000,20,3,0,4,426,0,281,0,506,0
7456,472,1,50,400,605,22,196,40,360,0,237,0,380,156
7457,59,1,38,593,121,75,1730,425,17,0,0,0,0,0
7458,83,1,7,1300,277,77,0,99,813,0,0,0,0,0
7459,152,1,1,1000,115,71,284,72,658,0,96,116,1015,0
7460,618,1,5,1099,16,121,0,6,873,0,10,50,25,5
7461,141,1,2,3287,40,7,0,500,167,0,376,0,5553,0
7462,205,1,1626,95,909,91,122,2,83,0,250,0,54,0
7463,75,1,11,800,12,8,0,147,653,0,46,0,835,0
